"","ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds"
"4587",6569000,2,0,1,0,0,1,6,5,4,4,1,1,2,6,5,5,7,3,3.5,5.5,4,1.5,2.5,4,5,5.5,6,3,3,5,4.5,5,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,4,4,4,3,5,5,6,6,NA,NA,NA,2
"4588",6570000,2,0,1,NA,1,1,5,NA,4,1,NA,NA,6,6.5,5.5,5.5,4,5,3,3,2.5,3,4.5,5,5.5,5,6.5,NA,NA,NA,NA,NA,5,4,3,5,NA,3,NA,NA,4,3,NA,NA,NA,NA,NA,3,2,4,4,3,3,5,5,5,5,6,NA,0,3,2,2
"4589",6571000,2,0,1,1,1,1,3,5,1,1,3,2,6,5,5,4,4,7,1.5,7,5,3,7,3.5,7,7,7,6.5,5,6,6.5,6.5,2,3,3,3,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,4,4,4,4,4,5,6,0,5,2,1
"4590",6572000,2,0,1,NA,1,1,6,NA,4,4,NA,NA,5.5,4.5,6,1.5,3,3,2,5.5,4,3.5,7,2.5,4.5,1.5,2.5,NA,NA,NA,NA,NA,4,2,3,3,NA,2,NA,NA,4,NA,NA,NA,NA,NA,2,2,2,4,3,4,4,4,4,5,5,6,NA,0,3,2,2
"4591",6574000,2,0,1,1,1,1,6,6,1,2,4,1,4,2,2.5,4,6,7,1.5,3.5,2,7,7,2.5,6.5,5,6.5,7,1.5,6,4.5,6,5,4,4,5,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,2,4,3,3,3,3,6,6,0,6,1,2
"4592",6575000,2,0,1,1,1,1,4,3,3,3,2,2,4.5,7,4,1.5,6,7,3.5,6,3.5,6.5,4.5,5.5,5,3,5.5,5,5,6,3.5,5,5,3,3,3,NA,2,NA,NA,NA,3,NA,NA,NA,NA,3,3,3,3,3,5,4,5,5,5,5,6,6,0,6,1,1
"4593",6577000,2,0,1,1,1,1,2,2,1,3,2,2,7,7,4,5,6,5.5,7,7,7,5,7,7,6.5,5,7,3,7,6,3.5,4.5,2,4,3,5,NA,3,NA,NA,1,NA,NA,NA,NA,NA,2,3,2,3,3,4,4,2,5,5,5,4,4,0,3,2,2
"4594",6579000,2,0,1,NA,1,1,4,NA,2,3,NA,NA,2.5,5.5,7,4.5,6,4.5,5.5,7,2,6.5,5,5,7,4,6.5,NA,NA,NA,NA,NA,3,4,NA,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,4,3,4,5,5,5,NA,0,3,2,1
"4595",6580000,2,0,1,1,1,1,4,5,4,4,4,3,5.5,5,5.5,6,4,6,3.5,7,7,7,6,6,7,5,7,5,6,6.5,7,5,5,4,4,4,3,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,3,3,4,2,2,4,2,4,4,6,6,0,6,2,2
"4596",6581000,2,0,1,1,0,1,4,4,3,2,4,1,7,3.5,7,4,7,7,4,6,3.5,3.5,7,3.5,6.5,3,7,6.5,3.5,6,3,4.5,3,4,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,4,NA,4,5,5,5,5,5,5,5,4,0,5,1,2
"4597",6582000,2,0,1,1,1,1,3,5,1,1,1,1,5.5,6,6,6,7,1.5,3.5,0.5,5,7,4,2.5,7,4,7,4.5,4.5,4.5,3,4,4,4,5,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,3,3,3,5,5,5,5,5,0,3,2,1
"4598",6583000,2,0,1,NA,1,1,2,NA,4,3,NA,NA,4.5,3,3,7,6.5,5,7,3,2,0.5,5,4,4,4,4.5,NA,NA,NA,NA,NA,3,4,4,4,NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,4,4,5,4,4,4,5,4,4,5,6,NA,0,6,1,2
"4599",6585000,2,0,1,1,1,1,6,3,4,4,NA,3,6.5,6,5.5,4,6.5,6,7,5.5,2,3.5,5.5,2.5,5.5,2.5,5,4.5,3.5,4.5,4.5,5,3,5,4,2,3,NA,2,NA,3,2,NA,NA,NA,NA,NA,2,3,3,2,4,1,4,4,4,4,5,5,0,6,2,1
"4600",6587000,2,0,1,1,1,1,5,5,3,3,2,3,5,5.5,5.5,5,5,6.5,7,7,6.5,4.5,5.5,5.5,5.5,4.5,6,4,7,6.5,4,5.5,3,4,4,3,NA,3,NA,NA,NA,3,NA,NA,NA,NA,3,2,3,3,4,4,3,5,3,5,4,6,5,0,6,1,1
"4601",6588000,2,0,1,NA,1,1,4,NA,1,3,NA,NA,4,4.5,4,3.5,6.5,7,7,7,3,7,7,6.5,7,7,7,NA,NA,NA,NA,NA,4,5,4,5,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,3,3,4,4,5,3,4,3,5,5,5,NA,0,6,1,1
"4602",6589000,2,0,1,1,1,1,5,6,4,2,4,3,4,4,5.5,6,7,6.5,7,7,5.5,7,4.5,6,7,4,6.5,5,4.5,7,4.5,7,5,4,4,5,5,NA,NA,NA,NA,3,NA,NA,NA,NA,4,4,3,5,4,4,3,2,2,3,3,6,6,0,6,1,2
"4603",6590000,2,0,0,NA,1,1,6,NA,4,4,NA,NA,6,5,6.5,5.5,5,6,0.5,5,2.5,3.5,6.5,4,6.5,5.5,4.5,NA,NA,NA,NA,NA,4,3,3,3,4,3,NA,NA,NA,2,NA,NA,NA,NA,NA,3,4,3,3,4,4,4,5,5,5,5,NA,0,6,1,2
"4604",6591000,2,0,1,NA,1,1,5,NA,3,3,NA,NA,2,5.5,4,4,4,6,3,2.5,3.5,1,5,3,3.5,4.5,3,NA,NA,NA,NA,NA,4,3,5,4,4,NA,NA,NA,NA,3,NA,NA,NA,2,NA,3,4,3,3,4,3,3,4,4,4,5,NA,0,6,2,2
"4605",6592000,2,0,0,1,1,1,6,6,4,4,4,4,4,5,4.5,3,5.5,7,1,2.5,2,2.5,7,7,6.5,4,4,5,6,5.5,1.5,2,4,3,4,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,4,3,4,4,2,4,4,4,4,4,6,5,0,6,2,1
"4606",6593000,2,0,1,1,1,1,5,6,3,4,4,3,4.5,5,6,4.5,6.5,5,5,6.5,7,3,5,6.5,5.5,7,5,7,6.5,5.5,7,5.5,5,5,4,5,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,4,5,4,4,4,4,3,4,4,6,6,0,6,2,2
"4607",6594000,2,0,0,NA,1,1,3,NA,4,3,NA,NA,5,5,6,3,5.5,3.5,3,3,3,2.5,7,4,7,4.5,7,NA,NA,NA,NA,NA,4,3,4,4,4,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,4,4,5,5,5,5,5,5,6,NA,0,5,2,1
"4608",6595000,2,0,0,NA,0,1,2,NA,1,1,NA,NA,4.5,4.5,6,6.5,6,5,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,5,5,5,5,5,5,NA,0,3,2,1
"4609",6596000,2,0,0,0,0,0,4,6,1,1,1,1,5,5,4,4,6.5,1,3,3.5,4,1,4,3.5,4,5,4.5,4.5,6,3.5,4,6.5,3,4,4,3,3,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,4,4,4,5,5,5,5,5,5,5,5,0,5,2,1
"4610",6597000,2,0,1,NA,1,1,4,NA,3,3,NA,NA,5,5,6,3.5,6,3.5,3.5,6,1.5,3,5,3.5,6,5,5.5,NA,NA,NA,NA,NA,5,4,3,4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,3,4,3,2,5,NA,0,5,2,1
"4611",6598000,2,0,1,NA,1,1,4,NA,4,1,NA,NA,3,5.5,6.5,4.5,4,6.5,3.5,5.5,4.5,1.5,5,3.5,6.5,4,4,NA,NA,NA,NA,NA,5,3,5,4,3,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,3,4,5,3,4,5,5,5,5,5,NA,1,NA,5,1
"4612",6599000,2,0,1,1,1,1,3,3,1,1,1,2,5,6,6.5,6,4.5,7,5,4.5,7,4.5,7,7,7,7,6.5,7,7,6.5,7,6.5,4,4,3,4,3,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,4,4,5,4,5,4,4,5,1,1,0,5,2,2
"4613",6601000,2,0,1,1,1,1,5,6,3,2,NA,NA,5.5,5.5,4.5,6,6,7,5,3.5,6.5,7,7,4.5,7,6,7,5.5,5,7,4.5,6.5,5,3,4,4,4,NA,NA,2,3,NA,NA,NA,NA,NA,NA,4,3,4,4,4,2,4,2,4,4,6,6,0,3,2,2
"4614",6602000,2,0,1,1,1,1,5,5,4,4,1,1,4,4.5,5.5,4.5,5,4.5,3,0.5,3,7,5,3.5,4,5.5,6.5,7,5,4.5,7,7,3,4,5,4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,3,4,4,4,4,5,4,3,5,4,5,6,0,6,2,1
"4615",6603000,2,0,1,1,1,1,5,3,1,1,NA,3,4.5,6,4.5,3,4,3,3,2,1.5,3,5,3,4,5.5,5,6.5,4,6,6,2.5,4,4,4,5,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,3,4,4,4,3,3,3,1,2,2,6,5,0,6,1,1
"4616",6604000,2,0,1,NA,1,1,3,NA,3,3,NA,NA,4.5,7,6.5,6,6,7,3.5,6,5,3.5,7,7,6.5,6,7,NA,NA,NA,NA,NA,3,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,3,4,5,3,3,2,3,3,4,5,NA,0,6,1,1
"4617",6605000,2,0,1,1,1,1,6,5,3,2,4,3,4,5.5,6.5,6,6.5,3.5,5.5,6,7,3,2,6.5,7,4,7,2.5,4,6.5,5.5,6.5,4,4,5,4,4,NA,NA,3,NA,NA,NA,NA,NA,3,NA,2,3,3,4,3,3,2,3,3,3,5,5,0,3,2,2
"4618",6606000,2,0,1,NA,1,1,5,NA,3,4,NA,NA,4,4.5,4,3.5,6.5,7,3,3,2,5,6.5,2,2,5.5,4.5,NA,NA,NA,NA,NA,3,3,5,4,4,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,4,3,2,5,4,4,3,5,5,6,NA,0,6,2,1
"4619",6607000,2,0,0,NA,1,1,3,NA,4,4,NA,NA,4,6,6,3.5,5.5,7,7,7,7,3,7,7,6.5,6.5,6.5,NA,NA,NA,NA,NA,4,2,4,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,2,3,4,4,2,1,3,5,NA,0,6,2,2
"4620",6608000,2,0,1,1,1,1,3,5,3,3,3,2,5.5,4.5,5.5,5,5,7,4,3,3.5,1.5,7,4.5,6.5,7,4.5,7,6,6,6.5,4.5,3,4,5,2,4,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,3,3,3,2,3,4,5,4,6,5,NA,NA,NA,1
"4621",6612000,2,0,1,NA,1,1,4,NA,1,2,NA,NA,6.5,1.5,5,4,5,3.5,3,7,4.5,4.5,6.5,1.5,5.5,5,4,NA,NA,NA,NA,NA,4,2,1,4,NA,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,4,3,4,4,2,3,4,3,3,5,NA,0,6,2,2
"4622",6613000,2,0,1,1,1,1,6,4,3,4,1,1,4.5,5,6.5,3,6.5,7,7,7,7,4,7,4,7,3.5,7,7,6,7,4.5,6,4,4,4,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,3,NA,4,5,5,2,2,4,3,3,3,6,6,NA,NA,NA,1
"4623",6615000,2,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,4.5,4,4,5.5,5.5,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,2,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,6,2,1
"4624",6616000,2,0,1,NA,1,1,5,NA,2,1,NA,NA,3.5,4.5,4.5,3,5,6.5,1.5,4,3.5,3.5,5,2.5,4,2.5,6,NA,NA,NA,NA,NA,3,3,3,3,NA,3,NA,NA,NA,4,NA,NA,NA,NA,3,NA,3,4,4,3,3,3,4,4,4,5,NA,NA,NA,NA,1
"4625",6619000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,3.5,5.5,4.5,3,3,3.5,3,3.5,4.5,4,4.5,3.5,6,4.5,3,NA,NA,NA,NA,NA,3,4,3,5,NA,2,NA,NA,NA,2,NA,3,NA,NA,NA,NA,2,3,2,3,3,2,2,2,4,5,NA,0,3,2,1
"4626",6620000,2,0,1,1,1,1,3,2,1,1,1,1,4.5,6,4.5,6,4.5,7,3.5,7,7,2,7,5.5,6,6.5,4,7,6,4.5,6.5,7,3,3,4,NA,4,NA,NA,NA,2,3,NA,NA,NA,NA,3,NA,3,4,NA,2,3,4,1,3,2,6,5,NA,NA,NA,2
"4627",6621000,2,0,1,1,1,1,4,3,2,3,2,3,6,5,5.5,3.5,6,7,1.5,7,1.5,7,7,4.5,6,6,7,6.5,4.5,5.5,5,6.5,4,4,4,NA,4,NA,NA,NA,3,4,NA,NA,NA,NA,3,NA,4,4,NA,2,3,2,3,4,5,6,6,NA,NA,NA,2
"4628",6622000,2,0,1,1,1,1,3,2,1,1,1,1,4.5,6,5.5,6,6.5,7,6.5,3.5,5,3.5,7,4.5,6.5,6.5,5,7,6,6.5,7,7,4,2,4,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,3,3,2,4,2,3,4,5,5,5,5,NA,NA,NA,1
"4629",6623000,2,0,1,1,1,1,6,2,1,1,1,1,5,4,5,4,7,7,3.5,0.5,7,7,5,3.5,4,4.5,6.5,4.5,3.5,6.5,4.5,7,4,2,NA,3,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,2,3,3,5,5,5,5,4,5,5,5,0,6,2,2
"4630",6625000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,2,7,7,6.5,6.5,6,3.5,3.5,3.5,3,4.5,6,6.5,6.5,4.5,NA,NA,NA,NA,NA,4,5,4,NA,4,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,4,NA,5,4,4,4,4,4,4,5,NA,NA,NA,NA,2
"4631",6626000,2,0,1,1,1,1,6,2,1,1,1,1,7,7,6.5,4,5,7,0.5,7,7,4.5,7,7,7,7,6,6.5,7,5.5,7,4,3,4,4,4,5,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,4,5,4,2,4,4,4,4,5,6,6,0,6,2,1
"4632",6627000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,4,6,5,3.5,3,1.5,3,1.5,4,3.5,4.5,7,7,2,4,NA,NA,NA,NA,NA,3,3,4,2,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,2,4,3,4,4,5,3,5,5,5,NA,NA,NA,NA,2
"4633",6628000,2,0,1,1,1,1,4,4,1,3,1,NA,7,7,7,5,7,7,7,7,3.5,7,7,5,7,7,7,6,4,3.5,6.5,4,3,3,3,2,3,NA,NA,NA,NA,3,NA,NA,NA,2,2,2,2,2,3,4,4,4,4,4,4,5,5,0,4,5,1
"4634",6630000,2,0,1,1,1,1,5,2,1,1,1,1,4,5,6.5,6,4,7,1,3.5,7,7,6,3.5,6.5,6.5,5.5,6,4.5,6,5,5,4,3,4,3,5,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,4,4,4,4,5,5,4,5,5,6,6,NA,NA,NA,1
"4635",6631000,2,0,1,1,1,1,6,6,2,2,2,2,4.5,4,5,3,6.5,7,1.5,4.5,7,7,7,5,5.5,7,7,6,4,4.5,4,6.5,3,3,4,3,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,4,4,3,3,5,4,5,5,5,6,5,0,6,2,1
"4636",6632000,2,0,1,1,1,1,6,6,4,4,2,3,6,3.5,7,6,4.5,6,1.5,7,7,6.5,7,4,7,6.5,5.5,7,4.5,7,7,6.5,4,5,5,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,5,5,2,2,3,4,5,5,6,6,0,6,2,1
"4637",6633000,2,0,0,NA,1,1,5,NA,1,1,NA,NA,3.5,4.5,3,5,4,7,5,6,7,6.5,7,3.5,5,6,5,NA,NA,NA,NA,NA,4,5,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,4,4,5,2,3,2,3,5,6,NA,0,5,2,2
"4638",6634000,2,0,1,1,1,1,4,2,1,1,1,1,5.5,6,6.5,5.5,5.5,7,1,7,4,5,5.5,5,7,4.5,4.5,7,6,7,6.5,7,3,2,3,3,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,4,2,3,5,5,5,5,5,5,5,5,NA,NA,NA,2
"4639",6635000,2,0,1,1,1,1,3,1,2,4,1,1,3,5,6.5,3.5,4.5,7,7,7,5,4.5,4.5,4,6,4,3.5,4,4,7,4.5,4.5,4,3,3,4,3,NA,NA,4,NA,4,NA,NA,NA,NA,NA,4,4,4,4,4,5,5,4,5,5,6,5,0,6,2,1
"4640",6636000,2,0,1,1,1,1,4,5,3,3,4,4,5.5,2.5,6,3,5,4,7,3.5,7,5,3.5,4,6,5,4.5,4,3,5.5,4,2.5,5,3,3,3,NA,3,NA,NA,NA,3,NA,NA,NA,NA,2,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1
"4641",6638000,2,0,1,0,1,1,4,5,4,4,4,4,6.5,6,6,4,5.5,7,7,4,7,5.5,7,7,4,7,7,5.5,6,6.5,5.5,3.5,4,4,3,5,NA,3,NA,NA,NA,4,NA,NA,NA,NA,3,NA,3,4,4,3,3,3,2,4,4,5,5,NA,NA,NA,1
"4642",6639000,2,0,1,NA,0,1,5,NA,4,4,NA,NA,4,4,4.5,4.5,3.5,7,5.5,3,6.5,7,7,4,5,2,4.5,NA,NA,NA,NA,NA,5,5,4,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,4,5,5,4,4,4,4,4,4,6,NA,NA,NA,NA,1
"4643",6640000,2,0,1,1,1,1,5,5,2,4,4,3,4.5,7,5.5,7,3.5,3,1.5,1,6.5,1.5,5.5,6.5,5.5,7,5,4,6,3.5,6.5,4,4,4,4,5,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,4,5,5,2,2,2,3,2,3,6,6,NA,NA,NA,1
"4644",6641000,2,0,0,NA,0,0,3,NA,4,4,NA,NA,5.5,3.5,3.5,1.5,5.5,2,5,4.5,2,2.5,7,3,4.5,1,5.5,NA,NA,NA,NA,NA,3,2,4,3,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"4645",6643000,2,0,1,1,1,1,3,3,1,1,1,1,5,7,7,7,6.5,7,7,7,6.5,6.5,7,7,7,7,7,7,7,7,7,7,4,3,4,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,3,4,4,5,5,5,5,5,5,5,5,NA,NA,NA,1
"4646",6644000,2,0,1,1,1,1,5,6,1,1,1,4,7,6.5,4.5,6,7,7,1.5,7,5,3.5,7,5,7,5,7,7,6.5,7,5,7,5,5,5,5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,5,4,5,3,4,4,6,6,NA,NA,NA,1
"4647",6645000,2,0,1,1,1,1,3,4,2,1,1,2,4,4,3,4.5,5,7,7,7,6.5,7,7,6,6,6.5,6.5,7,4,7,5,6.5,5,5,4,NA,4,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,3,5,5,5,4,5,5,5,5,6,6,NA,NA,NA,1
"4648",6646000,2,0,1,NA,1,1,3,NA,3,2,NA,NA,4.5,6,3.5,6.5,6,7,7,7,7,5,7,6,6,5,7,NA,NA,NA,NA,NA,4,4,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,4,5,5,4,3,3,3,5,5,5,NA,0,6,2,1
"4649",6647000,2,0,1,NA,1,1,3,NA,2,NA,NA,NA,5.5,5.5,6,4,6,6,6,3,4,2.5,7,5.5,5.5,4,5.5,NA,NA,NA,NA,NA,3,5,4,3,NA,2,NA,NA,NA,3,NA,3,NA,NA,NA,NA,3,3,3,3,4,4,3,5,5,6,NA,NA,NA,NA,2
"4650",6650000,2,0,1,1,1,1,3,1,2,1,1,2,5.5,4.5,4.5,3.5,5.5,5.5,6,3,4,4,3.5,5.5,5.5,4,5.5,4.5,4.5,4,4.5,4,2,2,4,4,NA,NA,3,2,NA,3,NA,NA,NA,NA,NA,2,3,NA,2,4,3,3,3,5,5,5,5,0,NA,2,1
"4651",6651000,2,0,1,1,1,1,5,3,1,1,1,1,4.5,4.5,5.5,6,5.5,6.5,4.5,7,6.5,7,6,5,5.5,5.5,6,6,4.5,5,6.5,5.5,3,5,3,4,4,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,3,4,4,5,4,4,3,4,5,6,6,0,4,2,1
"4652",6652000,2,0,1,NA,1,1,5,NA,1,1,NA,NA,6.5,4,5.5,2,5,2.5,2.5,3.5,3.5,0.5,6,6,6,4.5,3.5,NA,NA,NA,NA,NA,3,2,2,3,4,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,4,NA,4,5,4,5,5,5,5,5,NA,0,4,2,2
"4653",6653000,2,0,0,0,1,1,4,4,2,2,3,2,5,4.5,6.5,5.5,6.5,7,1,5,7,7,6.5,4.5,6.5,7,6,6.5,4,6,6,7,4,5,3,5,NA,NA,4,NA,NA,4,NA,NA,NA,4,NA,NA,4,5,4,3,4,4,3,5,5,6,6,0,4,2,2
"4654",6654000,2,0,1,NA,1,1,3,NA,2,2,NA,NA,5,6,5,4.5,5,5.5,3,3.5,1,1.5,7,7,5.5,7,7,NA,NA,NA,NA,NA,4,5,4,3,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,3,4,5,4,4,4,5,5,5,5,5,NA,0,NA,2,2
"4655",6655000,2,0,0,0,0,1,4,3,2,4,2,2,4.5,4,6.5,3,6.5,1.5,7,6,3,7,4.5,6.5,6.5,6,7,4.5,4.5,6,5,6.5,4,3,3,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,3,4,4,3,2,3,4,5,5,5,5,NA,NA,NA,2
"4656",6656000,2,0,1,1,1,1,3,3,1,1,1,1,7,4,7,5,7,7,1,3.5,7,4,3.5,4,5,3.5,4.5,5.5,1,6.5,4,3.5,4,3,4,4,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,3,4,4,4,4,4,4,5,5,6,6,0,6,2,1
"4657",6657000,2,0,0,1,1,1,6,3,3,4,1,1,5,3,5.5,3.5,7,1,4.5,7,1,7,7,2,6,5.5,7,4.5,3.5,5.5,3.5,7,5,3,4,5,5,NA,NA,2,NA,4,NA,NA,NA,NA,4,NA,4,NA,5,2,3,5,1,1,5,6,6,0,6,2,2
"4658",6658000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,5,5.5,6,4.5,5.5,7,5,6,1,5,5,5,7,6,5,NA,NA,NA,NA,NA,4,3,4,4,NA,NA,2,4,NA,NA,NA,NA,NA,NA,1,NA,4,3,4,5,5,2,2,5,5,5,NA,0,6,2,2
"4659",6659000,2,0,1,1,1,1,4,2,1,1,1,1,6,6,5,4.5,4.5,7,4,7,7,1.5,7,6,6.5,6.5,5,7,7,5,7,5,5,4,2,5,3,NA,NA,NA,3,3,NA,NA,NA,NA,3,4,3,4,4,4,3,5,4,4,3,6,5,0,5,2,1
"4660",6660000,2,0,1,NA,1,1,3,NA,2,2,NA,NA,5.5,5.5,4,6.5,6,2.5,1,3.5,7,3.5,4,7,7,7,7,NA,NA,NA,NA,NA,3,4,4,3,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,3,4,5,4,4,4,4,4,4,5,NA,0,5,2,2
"4661",6661000,NA,NA,1,1,1,1,4,3,2,2,NA,NA,5,4,4.5,4,2.5,7,1.5,6.5,2,0.5,6,6,5,5,4.5,5.5,5,6.5,3,4.5,3,3,4,2,4,NA,NA,NA,1,NA,NA,1,NA,3,2,NA,2,4,3,3,3,3,4,4,4,5,1,0,4,2,2
"4662",6662000,2,0,1,1,1,1,3,3,1,1,1,1,3.5,3.5,6.5,4,4.5,7,7,7,7,5,7,4.5,6.5,6.5,5,5.5,4,4.5,6.5,6.5,3,4,3,4,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,3,4,3,4,3,3,4,4,3,6,6,NA,NA,NA,1
"4663",6663000,2,0,1,1,1,1,3,2,2,3,3,2,5,5,5,5,6,7,5.5,3.5,4,1.5,6.5,4,7,4,4.5,5,5.5,6.5,6,6.5,3,2,3,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,1,3,4,NA,3,5,4,5,4,5,5,5,5,NA,NA,NA,1
"4664",6664000,2,0,0,1,1,1,3,3,2,3,2,2,4,3,6.5,1.5,6,7,7,4,5,4.5,6,5.5,5,4,4,4.5,4,4,4,3,3,4,4,4,3,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,3,2,4,4,4,4,4,4,5,5,0,4,5,2
"4665",6666000,2,0,1,1,1,1,4,4,1,2,1,1,5.5,3,5,3.5,5,7,7,7,7,3.5,6,4.5,5,6,5.5,5.5,4,6.5,5,6,3,2,3,3,3,NA,NA,NA,3,3,NA,NA,NA,NA,2,NA,4,4,4,4,4,3,2,2,4,5,NA,0,4,2,2
"4666",6667000,2,0,1,NA,1,1,4,NA,3,3,NA,NA,6,5.5,4,6.5,5.5,7,1.5,3.5,7,3.5,4.5,4,4,7,4.5,NA,NA,NA,NA,NA,5,3,4,5,NA,NA,4,NA,3,NA,NA,NA,NA,NA,4,3,4,5,4,4,5,5,5,5,5,5,NA,0,5,2,1
"4667",6668000,2,0,1,NA,1,1,2,NA,1,1,NA,NA,6,4.5,6,4.5,6,7,4,7,7,5,7,5,6,6.5,3.5,NA,NA,NA,NA,NA,2,2,3,3,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,2,3,4,4,2,2,4,1,3,2,4,NA,0,6,2,2
"4668",6671000,2,0,1,1,1,1,5,3,1,2,1,1,4.5,5.5,6,4.5,5,7,1.5,5.5,7,1.5,6.5,3.5,6.5,5.5,5,7,5.5,5.5,4,5,2,4,2,3,3,NA,NA,3,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,3,3,5,3,5,5,5,5,0,NA,2,1
