"","ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds"
"1931",2769000,1,1,1,NA,1,1,4,NA,4,4,NA,NA,5.5,4.5,6,6,4,3,7,6.5,3,1,6.5,6,5,6,3.5,NA,NA,NA,NA,NA,3,3,2,3,5,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,3,3,5,4,5,4,4,5,5,NA,0,6,1,1
"1932",2771000,1,1,1,NA,1,1,6,NA,4,4,NA,NA,3,5,4.5,4.5,6.5,3.5,4,5,3.5,6.5,4,4,5,3.5,6,NA,NA,NA,NA,NA,3,5,4,4,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,3,3,5,5,4,3,4,2,4,4,6,NA,0,6,1,1
"1933",2772000,1,1,1,1,1,1,3,5,1,1,1,3,4,4,4,3.5,4,1.5,4.5,5,6.5,7,5,3.5,3.5,6.5,7,4.5,5,6.5,7,4,3,2,5,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,3,3,3,3,5,4,5,6,0,5,2,1
"1934",2773000,1,1,1,NA,0,1,6,NA,4,3,NA,NA,4,3,5,3.5,4,3.5,2,2.5,3.5,1.5,7,2.5,6,5.5,5.5,NA,NA,NA,NA,NA,4,4,3,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,4,2,2,3,4,4,6,NA,0,6,1,1
"1935",2774000,1,1,1,1,1,1,3,4,1,1,1,2,4.5,3.5,6,5.5,5.5,1.5,2.5,2,2,6.5,4,3.5,5,4.5,7,3,4,6.5,6,5,3,5,4,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,5,4,4,5,5,5,6,6,0,6,1,1
"1936",2776000,1,1,0,1,1,1,4,6,1,1,2,2,5.5,5,5.5,4.5,6.5,4,1.5,5.5,7,3.5,5,4,4,6.5,5.5,5.5,5,3.5,6.5,6.5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,5,3,4,3,4,3,3,6,6,0,6,1,1
"1937",2777000,1,1,0,1,0,0,3,3,4,2,1,3,3.5,2,4,3.5,4.5,6,3.5,4.5,4.5,3,4,5.5,4,4,4,4.5,5,6.5,3.5,6,3,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,3,3,1,1,1,1,1,1,NA,1,NA,NA,NA,1
"1938",2778000,NA,NA,0,0,0,0,5,5,1,1,3,1,4,3,3.5,5,4,5.5,4,5.5,5.5,4,7,3.5,6,5,6,6.5,4,6.5,6.5,5,4,5,4,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,5,4,2,1,4,3,1,1,6,6,NA,NA,NA,2
"1939",2784000,1,1,1,1,1,1,3,3,1,1,1,1,4.5,2.5,6,6,3,1.5,5,4,3,5.5,3.5,2.5,2.5,5,4,3.5,2.5,2.5,3.5,4,3,1,4,3,NA,NA,NA,NA,NA,NA,2,3,NA,1,NA,NA,NA,1,3,2,2,1,1,2,2,4,5,1,4,4,2
"1940",2785000,1,1,1,1,1,1,6,5,3,2,1,1,4,1.5,4,5,1,5,3,6.5,4.5,1.5,4,2,5,5,4.5,5,7,5,6,4,5,5,5,5,NA,NA,4,NA,3,NA,NA,NA,NA,NA,4,NA,4,5,5,4,4,4,5,5,5,6,5,0,5,2,1
"1941",2786000,1,1,1,NA,1,1,1,NA,1,1,NA,NA,4,4,7,4,3,3.5,4,7,7,4,4.5,5,5.5,6,4.5,NA,NA,NA,NA,NA,2,4,5,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,4,1,3,3,1,3,5,NA,0,5,3,2
"1942",2787000,1,1,1,1,1,1,4,2,1,1,2,NA,5,4.5,6,4,4.5,7,5,3,4,2,6.5,4,6.5,6,6,4.5,3,6,4.5,7,3,2,3,3,NA,1,NA,NA,NA,NA,NA,2,NA,NA,3,2,2,2,3,5,4,5,4,5,5,6,5,NA,NA,NA,2
"1943",2788000,1,1,0,1,1,1,3,3,1,1,1,1,6,6.5,6.5,6,5,5.5,5.5,5.5,5.5,7,7,7,7,4.5,7,7,7,7,7,7,3,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,2,NA,2,NA,3,3,3,5,5,5,5,5,5,6,6,0,5,3,1
"1944",2789000,1,1,1,1,1,1,3,4,3,3,1,4,6,5,7,5.5,6,5,3.5,7,2.5,3.5,7,4.5,6,4.5,6,4.5,3,6.5,3.5,4.5,3,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,2,3,2,5,4,4,4,5,5,3,4,0,5,3,2
"1945",2790000,1,1,1,1,1,1,3,3,2,2,1,3,5,5,5.5,6.5,5,7,3.5,1.5,1,7,7,4,4.5,7,4.5,6.5,1.5,4,7,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,2,5,5,5,5,5,5,5,5,0,5,3,1
"1946",2791000,1,1,1,1,1,1,6,4,2,3,2,2,5,4,5.5,5.5,6,5,2.5,3,5.5,3,7,4.5,4,7,4,6,2,5.5,4.5,4.5,5,3,3,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,3,5,5,5,4,4,3,5,5,5,5,0,5,3,1
"1947",2792000,1,1,1,1,1,1,4,3,4,3,1,1,3.5,6,5,7,5,3,7,7,7,3,5,4.5,4,6,2.5,4.5,6.5,4.5,7,4,3,4,3,NA,2,NA,NA,NA,NA,2,3,NA,NA,NA,2,NA,4,3,3,3,2,2,3,4,3,5,5,NA,NA,NA,2
"1948",2794000,1,1,1,1,1,1,5,3,1,1,3,4,6,4,5,7,7,7,6.5,6.5,5,5,6,4.5,4,7,5,6.5,4.5,5,7,7,3,4,4,5,4,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,4,4,4,4,4,4,4,4,5,5,0,5,2,1
"1949",2796000,1,1,1,1,1,1,2,4,2,2,3,1,4.5,6,6.5,5,7,6,1.5,6,4.5,3.5,6,7,5,6.5,6.5,6,5.5,3.5,5.5,4.5,2,3,2,4,NA,NA,3,NA,NA,NA,NA,2,NA,2,NA,2,NA,3,3,4,2,4,4,4,4,5,5,0,5,2,2
"1950",2799000,1,1,1,NA,1,1,6,NA,1,1,NA,NA,6.5,3.5,4,7,3.5,5.5,2.5,4,3,3.5,7,2,5,4,4.5,NA,NA,NA,NA,NA,2,2,2,3,NA,NA,2,NA,NA,NA,NA,2,NA,1,2,NA,2,NA,4,5,4,5,4,5,5,6,NA,1,1,4,2
"1951",2800000,1,1,1,1,1,1,5,4,1,2,1,2,5,7,5,6.5,6.5,3,5.5,2.5,4.5,6.5,4.5,4.5,7,6.5,6.5,6,4.5,6.5,7,4.5,4,4,2,4,NA,NA,3,NA,3,NA,NA,NA,NA,NA,3,NA,NA,4,5,5,5,5,4,4,5,6,6,0,5,2,1
"1952",2801000,1,1,1,1,1,1,4,2,1,1,1,4,5,4,4.5,6,6,3.5,1.5,3,7,3.5,6.5,2.5,4,6.5,6.5,5.5,3,6,4.5,6.5,3,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,3,4,4,5,4,2,2,3,5,6,5,0,5,2,2
"1953",2802000,1,1,0,1,0,1,5,5,2,2,4,4,4,4,6,6.5,6,3.5,3,3.5,5.5,3.5,6.5,3,4.5,7,6.5,5.5,5,4,6,6,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,3,3,5,4,5,4,5,5,5,5,0,NA,2,1
"1954",2808000,1,1,1,NA,1,1,3,NA,1,2,NA,NA,5,5,5,5,6,1.5,1,3,7,3.5,7,3,6.5,7,4.5,NA,NA,NA,NA,NA,2,3,3,3,3,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,2,4,3,4,2,3,1,3,3,5,NA,0,5,2,1
"1955",2809000,1,1,1,NA,1,1,3,5,1,1,2,2,4.5,3.5,3,4,5.5,6.5,1.5,3,2.5,7,6.5,4.5,6.5,7,7,5.5,4,5,6.5,6.5,4,4,3,3,3,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,3,3,4,3,2,4,4,5,4,6,5,1,1,4,1
"1956",2810000,1,1,1,NA,1,1,5,NA,2,2,NA,NA,4.5,3.5,4,6,6.5,7,7,3.5,7,6.5,6.5,6.5,4.5,7,7,NA,NA,NA,NA,NA,4,5,4,4,NA,NA,3,3,NA,NA,NA,NA,NA,4,NA,NA,4,4,4,4,4,4,4,4,4,5,NA,0,5,2,1
"1957",2811000,1,1,1,1,1,1,5,3,4,4,2,3,5,5.5,5.5,6.5,6.5,7,4.5,5.5,5,7,5.5,3.5,5,5.5,6.5,6,5.5,6.5,6.5,6.5,3,4,4,3,4,NA,NA,NA,NA,NA,NA,4,NA,NA,3,2,3,4,4,4,4,4,4,4,5,5,5,0,6,1,2
"1958",2812000,1,1,1,1,1,1,4,NA,4,2,2,2,4.5,7,6,6.5,5.5,1,7,6,2,4,6,6.5,5,5.5,4.5,6.5,7,5.5,6.5,4,3,3,3,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,4,4,4,4,3,5,4,5,4,5,5,0,5,2,2
"1959",2814000,1,1,1,1,1,1,3,3,1,2,1,4,2.5,3.5,4,5.5,5.5,3.5,1.5,6.5,4.5,7,6.5,3,5,6,4,1.5,3,5,5,3.5,5,5,5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,5,4,4,3,3,3,4,4,6,6,0,5,2,2
"1960",2815000,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,6,4,6,4,6,3.5,6,3.5,3.5,1.5,5,5,4.5,3.5,4.5,NA,NA,NA,NA,NA,3,3,NA,4,NA,NA,NA,NA,NA,NA,3,4,NA,3,NA,NA,2,NA,4,2,4,2,2,3,3,3,NA,1,1,3,2
"1961",2816000,1,1,0,0,0,0,4,3,2,2,3,3,7,5,4,6,4,7,3,4,5,3.5,6,3,5.5,5,5,3.5,5,2.5,3.5,5.5,4,4,4,3,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,3,3,3,2,4,4,5,5,3,3,5,5,0,6,4,2
"1962",2817000,1,1,1,1,0,1,6,5,3,3,4,3,3,4.5,6.5,6,4,3.5,1.5,6.5,6.5,5,5.5,4,6,6.5,4.5,7,3.5,5.5,7,5,5,4,4,4,3,NA,NA,4,NA,NA,NA,NA,NA,4,NA,3,3,4,4,2,1,2,2,2,2,6,6,0,6,2,2
"1963",2818000,1,1,1,1,1,1,3,4,1,2,3,2,4,4,6,6,6,3,2,6.5,1.5,1.5,5.5,5,5,5.5,4.5,7,3.5,5.5,7,5.5,2,4,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,3,3,5,5,5,3,3,4,4,4,6,5,0,6,2,2
"1964",2819000,1,1,1,NA,1,1,2,NA,NA,NA,NA,NA,2.5,2,6.5,1.5,5.5,7,6.5,3.5,5,7,6,2.5,4,1.5,6.5,NA,NA,NA,NA,NA,1,1,1,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,4,5,5,5,5,NA,NA,NA,NA,NA,2
"1965",2820000,1,1,0,1,1,1,4,3,2,4,1,2,3.5,5.5,5,5,6,2,6.5,6.5,6.5,7,4,6.5,6.5,7,6.5,6,4,6.5,6.5,4,5,4,4,5,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,4,4,4,5,5,5,6,6,0,6,2,1
"1966",2821000,1,1,1,1,1,1,4,3,3,2,1,2,4,5.5,5.5,5,4.5,1.5,2,5.5,1.5,1.5,4.5,3,5,6,4,5.5,4.5,5.5,6,4.5,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,2,3,4,4,3,4,4,4,4,4,4,NA,NA,NA,2
"1967",2822000,1,1,1,1,1,1,3,4,2,3,2,2,3,5.5,5,6,6.5,7,1,3.5,3.5,1.5,4.5,6.5,7,7,7,5.5,5,6,6.5,4,5,4,4,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,3,5,3,2,1,2,2,2,2,6,5,0,6,2,2
"1968",2823000,1,1,1,1,1,1,2,3,1,1,1,1,3.5,5.5,5.5,6.5,4.5,7,2.5,6.5,5,5,6.5,4.5,6.5,7,4.5,6.5,5.5,6.5,6.5,6.5,5,4,4,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,4,3,1,5,3,4,4,6,5,0,3,2,1
"1969",2824000,1,1,1,1,1,1,3,2,1,1,2,2,3,5,6,6,6,3.5,3.5,2.5,3,3,4.5,3.5,4,7,6,7,4,7,6.5,3,4,2,2,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,3,2,4,2,3,3,1,3,3,4,4,0,3,2,1
"1970",2825000,1,1,1,1,1,1,2,2,2,2,1,1,3.5,6.5,5.5,5,5.5,1.5,2.5,3,2.5,5,4.5,6.5,5.5,5.5,6,5,7,5,6.5,6.5,3,4,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,3,2,2,3,4,1,5,2,4,5,5,5,0,6,2,2
"1971",2827000,1,1,1,1,1,1,3,3,1,1,2,1,5,5,4.5,4.5,4.5,5.5,1.5,2.5,7,1,5.5,3.5,5.5,6.5,4.5,5,3,4.5,7,4.5,3,4,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,3,2,4,4,4,3,4,4,4,5,5,5,NA,NA,NA,2
"1972",2828000,NA,NA,1,1,1,1,3,4,1,4,2,1,5.5,6.5,4.5,7,5.5,7,7,6.5,6.5,7,6,5.5,4.5,6,5.5,5,6.5,5.5,6,4.5,3,4,4,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,3,2,3,4,4,3,4,3,3,4,3,0,5,2,2
"1973",2829000,NA,NA,1,1,1,1,5,6,1,1,1,3,6,6.5,6.5,6.5,6.5,7,7,7,6.5,1,7,4,6.5,5,5,7,5,6.5,5.5,5,4,3,4,5,4,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,4,4,3,3,4,4,4,5,6,0,5,2,2
"1974",2830000,NA,NA,1,1,1,1,6,3,4,4,1,NA,6,4.5,4.5,5.5,4,4.5,4,4,5,1.5,4.5,4,4,4,4.5,6,4.5,4.5,7,4.5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,4,5,4,3,1,3,3,3,3,6,5,0,5,2,1
"1975",2831000,1,1,1,1,1,1,3,4,1,3,2,1,2.5,3.5,6,4,3.5,6.5,1.5,5,5,2.5,6,4,6.5,7,6,6.5,6.5,5.5,4.5,6.5,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,3,4,NA,3,NA,3,4,5,2,1,3,2,1,2,5,5,NA,NA,NA,2
"1976",2832000,1,1,1,1,1,1,3,5,1,1,1,1,6,4.5,5,4,4.5,2.5,3,3.5,2.5,6,7,4.5,6,6.5,6.5,7,4,4.5,5,6.5,4,3,5,5,4,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,4,4,NA,2,1,2,1,3,2,6,6,NA,NA,NA,2
"1977",2834000,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,4,6,4,5,3,2,2.5,3,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1978",2835000,1,1,0,1,1,1,4,3,2,1,3,3,5,4,4,5.5,6,3,3,6.5,3,2.5,6,4,6,6.5,5,5.5,3,6,5.5,4.5,5,3,3,3,3,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,3,3,3,4,4,4,3,4,4,5,5,NA,NA,NA,2
