"ID","Gender_MF","Gender","PCG_IRE","SCG_IRE","SCB_IRE","SCC_IRE","PCG_Educ","SCG_Educ","PCG_father_educ","PCG_mother_educ","SCG_father_educ","SCG_mother_educ","Agreeable_W3_YP","Extravert_W3_YP","Openness_W3_YP","Emo_Stability_W3_YP","Conscientious_W3_YP","Agreeable_W2_PCG","Extravert_W2_PCG","Openness_W2_PCG","Emo_Stability_W2_PCG","Conscientious_W2_PCG","Agreeable_W3_PCG","Extravert_W3_PCG","Openness_W3_PCG","Emo_Stability_W3_PCG","Conscientious_W3_PCG","Agreeable_W3_SCG","Extravert_W3_SCG","Openness_W3_SCG","Emo_Stability_W3_SCG","Conscientious_W3_SCG","English","Maths","Irish","History","French","Spanish","German","Arts_Craft_Design","Music","Home_Econ","Metalwork","Mater_Tech","Technology","Tech_Graphs","Business","Religious_Ed","CSPE","Science","Geography","Discussed_exams","Discussed_friends","Discussed_future","Discussed_teachers","Discussed_workload","Discussed_subjects","PCG_future_educ","SCG_future_educ","DEIS_binary","Progress_to_HEI","School_Type","Grinds","Gender_MF_2","History_Grade","English_Grade","Maths_Grade","Irish_Grade","PH_beha_W1","PH_intell_W1","PH_phys_W1","PH_free_anx_W1","PH_pop_W1","PH_happi_W1","PH_beha_W2","PH_intell_W2","PH_phys_W2","PH_free_anx_W2","PH_pop_W2","PH_happi_W2","TC_reading","TC_writing","TC_comprehension","TC_maths","TC_imagin_creat","TC_oral_comm","TC_prob_solving","Discussed_subjects_PCG","Discussed_workload_PCG","Discussed_teachers_PCG","Discussed_future_PCG","Discussed_friends_PCG","Discussed_exams_PCG","Discussed_subjects_YP","Discussed_workload_YP","Discussed_teachers_YP","Discussed_future_YP","Discussed_friends_YP","Discussed_exams_YP"
7076000,2,0,1,NA,1,1,2,NA,1,2,NA,NA,6,4,6,3,7,4,4.5,5,4,4,4,5,5,3,2.5,NA,NA,NA,NA,NA,4,3,4,4,4,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,3,3,2,4,2,4,2,2,3,3,NA,0,2,2,2,"Female","B","B","C","B",6,8,8,7,6,6,11,15,7,9,8,9,1,1,1,1,1,1,1,3,2,2,4,2,4,4,3,1,4,2,2
7077000,2,0,1,NA,1,1,2,NA,1,3,NA,NA,6,7,7,4,3,5,1.5,3.5,1.5,1,6,4,6.5,5.5,4.5,NA,NA,NA,NA,NA,3,4,3,3,4,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,3,3,2,4,4,4,4,5,4,6,NA,0,2,2,2,"Female","C","C","B","C",14,11,2,8,6,5,13,10,3,8,7,6,3,3,3,3,3,3,3,4,5,4,4,4,4,3,2,1,5,1,4
7079000,2,0,1,NA,1,1,5,NA,1,3,NA,NA,5.5,5.5,6.5,5.5,5.5,4,3,5,4.5,4,4,4,5.5,5,4,NA,NA,NA,NA,NA,3,3,2,4,NA,NA,2,4,NA,NA,NA,NA,NA,3,2,2,4,3,3,2,2,3,1,4,4,6,NA,0,5,2,1,"Female","B","C","C","D",13,15,9,13,11,10,14,16,11,14,11,10,2,2,2,2,2,2,2,4,4,1,3,2,2,4,4,5,3,5,5
7081000,2,0,0,1,1,1,3,6,1,1,1,2,5,5.5,5,4.5,5.5,4,1.5,2,5,5,6.5,5,4,4,4.5,6.5,6,5,4.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,4,5,5,NA,NA,NA,2,"Female",NA,NA,NA,NA,11,12,8,11,10,10,12,13,5,11,8,9,2,2,2,2,2,2,2,4,5,5,5,4,4,3,4,3,4,3,3
7082000,2,0,1,NA,1,1,3,NA,2,2,NA,NA,4.5,5.5,5,3.5,4.5,4,3.5,3,5.5,5.5,6.5,6,6,4,6,NA,NA,NA,NA,NA,3,3,3,4,3,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,2,4,4,3,6,NA,0,4,2,2,"Female","B","C","C","C",10,14,9,5,5,9,8,9,4,2,8,4,2,2,2,2,2,2,2,3,4,4,2,3,4,5,3,1,4,5,5
7083000,2,0,1,NA,1,1,3,NA,1,1,NA,NA,5,1,7,2,6,5,2.5,3.5,2,1,5,4,6.5,3,6.5,NA,NA,NA,NA,NA,3,3,4,4,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,2,4,3,4,4,4,4,4,5,5,NA,0,4,2,2,"Female","B","C","C","B",13,14,7,13,11,10,14,12,8,11,10,9,3,2,2,2,3,3,2,5,4,4,4,4,4,3,2,1,2,4,2
7084000,2,0,1,0,1,1,3,5,1,1,1,2,5.5,6,5.5,5,1.5,5,5.5,6.5,6,1.5,7,5.5,4,7,3,7,6,4.5,6,5,4,4,5,4,5,NA,NA,NA,NA,4,NA,NA,NA,NA,3,3,4,5,4,4,4,4,4,4,4,5,5,0,5,2,2,"Female","B","B","B","A",14,14,9,13,10,10,12,12,5,9,11,8,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,5
7085000,2,0,1,NA,1,1,3,NA,4,4,NA,NA,6.5,6,6.5,6.5,6.5,7,7,7,3,2,5,6.5,6,6,6,NA,NA,NA,NA,NA,3,4,3,2,4,NA,NA,NA,NA,3,NA,NA,NA,NA,1,3,2,4,2,4,4,4,4,4,4,5,NA,0,5,2,2,"Female","D","C","B","C",12,11,9,13,11,10,14,10,10,13,11,10,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
7087000,2,0,1,1,1,1,4,4,1,1,2,1,4.5,5.5,5.5,5,5,4.5,6.5,7,7,5,5.5,4.5,7,7,4.5,5.5,4.5,7,4,4.5,3,5,3,3,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,3,4,4,4,5,5,5,0,6,1,2,"Female","C","C","A","C",13,14,9,12,10,10,14,14,10,10,10,10,3,3,3,3,3,3,3,5,4,4,4,3,2,5,5,4,3,4,5
7089000,2,0,0,NA,0,0,5,NA,3,2,NA,NA,5.5,4.5,6.5,4.5,5,3.5,3,5.5,3.5,2.5,6,6,6,6,5.5,NA,NA,NA,NA,NA,5,2,3,4,5,NA,NA,4,3,NA,NA,NA,NA,NA,2,NA,3,NA,3,4,3,4,4,4,4,5,NA,0,6,2,2,"Female","B","A","D","C",14,15,10,12,11,9,14,9,7,6,8,8,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,4,2,2,4
7090000,2,0,1,1,1,1,4,4,1,1,2,2,2.5,2,1.5,2.5,3.5,7,2,2.5,5,7,7,4,3,3.5,4,6,2.5,5,5.5,7,5,3,4,5,4,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,4,3,3,5,3,4,4,5,5,6,6,NA,NA,NA,1,"Female","A","A","C","B",13,12,8,10,9,9,13,14,6,8,10,9,3,3,3,3,3,3,3,5,5,4,4,3,5,4,4,4,3,4,4
7091000,2,0,1,1,1,1,5,2,1,1,2,1,4,4.5,4.5,3.5,4.5,1.5,1,0.5,7,6,6.5,4.5,4.5,6.5,4,5,4.5,4,4,5,3,4,5,4,NA,NA,2,NA,2,NA,NA,NA,NA,NA,3,NA,4,3,3,2,1,2,1,2,2,6,6,0,NA,2,2,"Female","B","C","B","A",10,15,10,14,11,10,10,14,9,11,11,8,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2
7093000,2,0,1,1,1,1,5,5,3,4,1,1,4,6,5.5,4,4,5,7,6.5,6.5,5,5,6.5,5,5,3.5,5.5,5,5,6,5,3,4,1,1,NA,NA,2,3,2,NA,NA,NA,NA,NA,1,NA,2,2,NA,4,3,3,4,4,5,5,5,0,6,1,1,"Female","E or lower","C","B","E or lower",14,11,9,8,11,10,14,16,10,13,12,9,2,2,2,2,2,2,2,5,4,4,3,3,4,5,3,3,4,1,5
7094000,2,0,1,1,1,1,4,4,1,1,3,1,5.5,2,5.5,5,5.5,3.5,3,5.5,4.5,3.5,6.5,4,4.5,6.5,7,7,4.5,6.5,6.5,7,5,5,4,5,5,NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,4,5,4,4,2,2,4,4,4,6,5,NA,NA,NA,2,"Female","A","A","A","B",14,11,4,10,4,10,14,16,10,11,9,10,3,3,3,3,3,2,3,4,4,4,2,2,4,4,5,4,4,3,4
7095000,2,0,1,1,1,1,5,6,3,1,1,1,4.5,3.5,5,5,5.5,7,6,6,7,6,4.5,4.5,5.5,6,6,5,3.5,6,7,7,4,5,5,5,5,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,4,5,4,4,3,4,5,4,5,6,0,5,2,1,"Female","A","B","A","A",12,15,8,13,9,8,14,16,8,12,9,10,2,3,3,3,3,3,3,4,5,4,3,4,4,5,4,4,4,3,3
7096000,2,0,1,NA,1,1,5,NA,1,1,NA,NA,6,6,6.5,6,5.5,1.5,6.5,7,6,3,4.5,7,7,6.5,7,NA,NA,NA,NA,NA,5,4,5,5,5,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,4,5,5,5,5,5,5,5,5,6,NA,0,NA,2,2,"Female","A","A","B","A",12,16,11,14,11,9,14,15,11,14,11,10,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5
7098000,2,0,1,NA,1,1,6,NA,4,3,NA,NA,6,4,4,7,3.5,2,7,5,7,2,6.5,6.5,6.5,7,3.5,NA,NA,NA,NA,NA,4,4,4,5,NA,NA,2,NA,NA,3,NA,NA,NA,NA,3,NA,3,4,3,2,2,4,2,4,3,6,NA,0,NA,2,1,"Female","A","B","B","B",12,14,7,11,8,7,14,14,7,14,12,10,3,3,3,3,3,3,3,3,4,2,4,2,2,5,5,3,5,2,4
7099000,NA,NA,1,NA,1,1,3,NA,1,1,NA,NA,6,4,5.5,4.5,5.5,3.5,3,4,6,1,7,5,5,7,6.5,NA,NA,NA,NA,NA,3,4,4,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,2,4,3,4,5,3,5,5,4,6,NA,0,5,2,2,NA,"C","C","B","B",10,10,6,8,7,9,14,14,7,7,9,9,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,5,4,5,5,5,4,5,5
7103000,2,0,1,NA,1,1,3,NA,1,2,NA,NA,3.5,1,6,6,7,7,3,7,7,3.5,7,4.5,6.5,7,7,NA,NA,NA,NA,NA,4,2,3,4,3,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,3,4,4,3,3,3,3,4,5,4,NA,1,1,3,2,"Female","B","B","D","C",14,12,7,14,8,9,14,12,8,10,5,8,2,2,2,2,2,2,2,5,4,3,3,3,3,5,5,5,5,4,2
7104000,2,0,0,NA,1,1,4,NA,4,3,NA,NA,3.5,5,5.5,3,2,7,4,7,5,4,5,2,4.5,3.5,4,NA,NA,NA,NA,NA,1,2,3,3,3,NA,NA,3,2,NA,NA,NA,NA,NA,NA,2,2,NA,3,4,4,5,4,5,5,6,NA,0,NA,2,2,"Female","C","E or lower","D","C",4,8,2,1,1,2,14,12,2,7,7,8,3,2,2,1,2,3,1,5,5,4,5,4,4,5,1,2,5,2,4
7105000,2,0,0,1,0,1,3,3,2,2,1,2,4,4,5,4.5,5,5,5,7,4.5,4.5,6,5.5,6,6,6,6.5,4.5,6,5.5,5,4,1,3,3,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,3,4,2,4,4,4,4,4,4,5,5,1,1,4,2,"Female","C","B","E or lower","C",14,14,11,14,11,10,14,15,10,13,11,10,3,2,2,1,2,2,1,4,4,4,4,4,4,5,5,5,4,3,5
7107000,2,0,1,1,1,1,4,6,1,1,1,1,4,1,4,4,4.5,3.5,1.5,7,4,5,7,3.5,6,4.5,4.5,7,6,6.5,5,7,3,3,4,4,NA,3,NA,NA,3,4,NA,NA,NA,NA,NA,3,4,4,4,5,5,5,5,5,5,5,5,0,5,5,1,"Female","B","C","C","B",12,12,4,8,4,7,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,2,5,5,5,5,5,5,4,4,1,4,3,4
7108000,2,0,1,1,1,1,3,6,1,1,1,1,4,7,4,7,4,3.5,5.5,4,5,3.5,7,3.5,6,4.5,4.5,7,6,6.5,5,7,3,4,3,1,NA,3,NA,NA,NA,3,NA,NA,NA,NA,1,2,3,2,2,5,5,5,5,5,5,5,5,0,5,5,2,"Female","E or lower","C","B","C",11,12,9,13,11,10,10,10,11,14,12,10,3,3,3,2,3,3,2,5,5,5,5,5,5,3,4,1,3,3,4
7109000,2,0,1,1,1,1,4,5,4,3,4,3,5.5,5,6,6,4.5,7,1.5,6.5,6.5,1.5,7,2.5,6,5.5,3,7,1.5,5.5,6.5,6,4,3,4,3,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,3,3,3,4,5,5,5,5,5,5,6,5,0,5,5,2,"Female","C","B","C","B",13,14,7,13,10,9,14,16,8,13,11,10,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,5
7111000,2,0,0,NA,1,1,3,NA,1,1,NA,NA,6.5,6,6.5,5.5,6,7,2.5,6,7,4,7,7,6.5,7,7,NA,NA,NA,NA,NA,4,3,2,2,1,NA,NA,NA,NA,NA,3,3,NA,4,NA,NA,4,3,2,4,4,4,4,4,5,5,NA,NA,NA,NA,2,"Female","D","B","C","D",13,11,6,14,9,10,11,14,11,10,10,9,2,2,2,2,2,2,2,5,4,4,4,4,4,2,2,3,3,2,3
7113000,2,0,1,1,1,1,3,2,1,1,NA,NA,4,4,4.5,2.5,5,7,1,5,4.5,3,5,3.5,5.5,3,4.5,7,4.5,7,3,6,4,4,NA,3,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,1,2,NA,5,5,4,4,4,3,NA,NA,NA,NA,NA,2,"Female","C","B","B",NA,8,9,6,9,8,8,11,7,5,8,7,8,1,1,1,1,2,1,1,3,4,4,4,5,5,3,4,4,2,2,3
7114000,2,0,0,1,0,1,6,3,NA,2,1,1,5.5,4.5,4.5,4,6.5,4.5,0.5,5.5,5,7,5,4,6.5,5,7,7,4,7,5,7,4,3,3,4,NA,NA,3,NA,2,NA,NA,NA,NA,NA,3,3,4,3,4,4,4,5,4,5,5,6,6,0,6,2,1,"Female","B","B","C","C",13,16,9,13,11,10,14,12,6,12,9,9,3,2,2,2,2,2,3,5,5,4,5,4,4,5,5,4,5,4,5
7115000,2,0,1,NA,1,1,6,NA,3,2,NA,NA,6,4,4.5,2,2.5,7,4,7,2.5,7,4.5,3,5.5,2.5,5,NA,NA,NA,NA,NA,4,3,4,4,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,3,4,4,3,3,5,4,4,4,4,5,NA,0,6,2,1,"Female","B","B","C","B",11,13,8,11,8,10,13,8,4,5,3,7,3,2,2,2,2,2,1,4,4,4,4,5,3,5,4,4,4,5,4
7117000,2,0,1,1,1,1,4,4,NA,2,3,1,4.5,4.5,6.5,5,6,7,5.5,3.5,7,6.5,7,4,6.5,6.5,7,7,4,6.5,6.5,7,4,2,3,3,4,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,3,3,3,5,5,5,5,5,5,6,5,0,6,2,1,"Female","C","B","D","C",14,13,8,13,11,10,14,16,7,14,7,9,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,5,3,5,4,4
7118000,2,0,1,1,1,1,3,2,1,1,1,1,5.5,4,6.5,4,7,3,2.5,2.5,3,2,7,4,4.5,5,7,4.5,4.5,6,4.5,6,3,4,2,3,2,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,2,3,2,5,5,4,5,5,5,5,1,1,1,3,2,"Female","C","C","B","D",13,14,9,12,11,10,13,14,8,12,11,9,2,2,2,1,2,2,2,5,5,5,4,5,5,4,4,4,4,3,4
7121000,2,0,1,0,1,1,6,5,1,2,3,3,5,5.5,7,3.5,3.5,6.5,3.5,4.5,1.5,0.5,4,4.5,4.5,3,2,3.5,5.5,6,2.5,1.5,4,3,4,4,4,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,NA,NA,3,4,4,4,5,5,5,5,NA,NA,NA,2,"Female","B","B","C","B",3,7,2,2,1,1,11,9,6,7,11,8,2,2,2,2,2,2,2,5,5,4,4,4,3,2,4,3,2,4,3
7122000,2,0,1,1,1,1,3,4,1,1,1,1,2.5,6.5,7,5,7,6,1,3.5,3.5,7,5.5,6,7,6,7,4.5,5.5,7,6,7,4,3,3,3,4,NA,NA,NA,4,3,NA,NA,NA,NA,2,NA,3,3,4,3,3,2,5,5,5,6,6,0,6,1,2,"Female","C","B","C","C",12,13,9,13,10,9,14,15,11,14,12,10,3,3,3,2,3,3,2,5,5,5,2,3,3,4,4,5,5,4,3
7123000,2,0,1,0,1,1,4,4,4,3,1,2,5.5,3.5,5.5,4,4.5,6.5,6.5,6.5,6.5,6.5,6.5,5,7,5,7,7,7,7,6,7,3,3,4,3,4,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,3,3,5,5,5,5,5,5,5,5,NA,NA,NA,1,"Female","C","C","C","B",11,5,7,9,7,9,13,11,8,9,10,9,3,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,3,3,5
7124000,2,0,1,NA,1,1,5,NA,1,1,NA,NA,4.5,3.5,6,5.5,2,2.5,1.5,3.5,3,5,5,2,5,5,4,NA,NA,NA,NA,NA,1,4,2,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,5,5,3,4,5,5,NA,NA,NA,NA,1,"Female","E or lower","E or lower","B","D",6,5,1,8,3,7,13,10,3,7,5,5,3,2,3,2,3,3,2,5,4,3,5,5,5,4,2,2,4,5,4
7126000,2,0,1,1,1,1,5,3,2,4,1,2,4,5.5,5,2.5,6,3,3,3,3,2.5,5,7,7,7,7,7,7,7,5,7,4,3,4,4,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,NA,4,NA,5,5,5,4,5,5,5,6,6,0,5,2,2,"Female","B","B","C","B",12,12,7,13,9,9,14,15,6,11,11,8,2,2,2,2,3,3,2,5,5,5,4,5,5,4,2,2,3,4,3
7127000,2,0,0,1,1,1,5,6,4,4,3,2,3.5,5.5,6,6,4,4.5,7,3.5,7,3,4.5,6,6,6.5,3,4.5,6,3,4.5,1.5,3,3,3,NA,3,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,4,3,5,3,4,4,5,5,NA,NA,NA,2,"Female",NA,"C","C","C",12,12,8,8,8,8,14,13,11,11,11,9,3,3,3,3,3,3,3,4,4,3,5,3,4,4,5,4,5,4,5
7129000,NA,NA,1,1,1,1,3,2,1,3,1,2,4,3.5,3.5,4,4.5,5.5,4,5.5,1.5,5.5,5,4,7,4,5.5,4.5,3,3.5,1.5,3.5,3,3,4,4,NA,NA,2,2,NA,2,NA,NA,NA,NA,3,4,4,NA,3,4,4,4,3,4,2,6,5,0,6,2,2,NA,"B","C","C","B",14,9,6,13,11,8,13,10,4,9,4,6,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,4,4,4,4,5,4,4,5
7131000,2,0,1,1,1,1,3,5,2,2,1,4,6,3.5,4,4,6.5,5,1,2,5,5,5,4.5,6.5,4.5,5,6.5,6,6,5,4,2,4,5,3,NA,NA,2,2,NA,NA,NA,NA,NA,2,2,3,3,NA,4,4,3,2,4,4,4,5,4,0,5,2,2,"Female","C","D","B","A",11,6,4,7,8,8,13,9,10,14,12,10,2,2,2,2,2,2,2,4,4,4,2,3,4,4,4,3,3,4,5
7132000,2,0,0,NA,1,1,4,NA,3,3,NA,NA,5.5,3.5,6,4.5,6,7,1.5,4.5,0.5,6,4.5,2,3.5,4,6,NA,NA,NA,NA,NA,3,4,5,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,4,3,3,2,4,4,3,3,3,5,NA,0,5,2,2,"Female","C","C","B","A",10,13,7,8,11,8,14,13,9,10,11,10,2,2,2,2,2,2,2,3,3,3,4,4,2,3,4,3,4,4,4
7133000,2,0,1,1,1,1,5,6,2,1,4,3,4.5,6,6.5,5.5,4.5,3.5,3.5,3.5,4,2.5,6,7,7,3,6,3.5,6.5,6.5,6,5,5,4,3,5,NA,NA,3,NA,3,NA,NA,NA,NA,NA,3,3,4,4,5,4,5,1,4,4,4,5,6,0,6,2,1,"Female","A","A","B","C",9,8,5,7,8,8,11,15,8,7,9,7,2,2,2,2,2,2,2,4,4,4,1,5,4,2,2,2,3,3,2
7134000,2,0,1,1,1,1,4,2,2,3,1,4,4,4,6,6,7,6,4,3.5,7,7,7,3.5,6.5,7,7,4,4,3.5,4,6.5,3,4,3,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,4,3,2,4,4,2,2,2,2,3,4,6,5,0,4,2,2,"Female","B","C","B","C",14,15,11,12,12,10,14,14,11,13,12,10,2,2,2,2,2,2,2,4,3,2,2,2,2,3,4,3,4,4,3
7136000,2,0,0,0,0,1,6,4,3,4,3,1,5,4.5,6,2.5,4,1.5,3.5,3,5,4,3.5,3,5,1.5,2,4,3.5,5,1.5,3,4,4,3,4,5,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,4,3,4,2,2,2,1,2,3,5,4,0,4,2,2,"Female","B","B","B","C",13,16,10,11,10,8,14,16,11,14,11,9,3,3,3,3,3,3,3,3,2,1,2,2,2,3,4,2,3,1,4
7137000,2,0,1,1,1,1,3,5,3,2,3,3,3.5,5.5,7,4,5.5,5.5,5,3.5,5.5,4.5,6.5,5.5,7,5.5,6,3.5,6,7,5,5,3,3,3,5,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,4,3,3,4,4,3,3,5,5,0,4,2,2,"Female","A","C","C","C",14,16,8,13,11,9,12,12,7,10,10,9,1,1,1,1,2,2,1,3,3,4,4,3,3,3,1,4,4,4,3
7138000,2,0,1,NA,1,1,5,NA,1,1,NA,NA,6.5,4,7,7,2.5,3,7,6.5,3.5,0.5,6,6.5,6.5,6,4.5,NA,NA,NA,NA,NA,5,4,3,4,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,4,4,4,4,4,3,4,5,6,NA,NA,NA,NA,2,"Female","B","A","B","C",11,15,10,14,11,10,8,14,9,12,11,7,3,2,3,3,3,3,2,5,4,3,4,4,4,5,5,4,4,5,5
7139000,2,0,1,NA,1,1,5,NA,NA,2,NA,NA,5,6,6,4.5,5.5,5.5,2.5,2.5,2.5,3,6.5,6.5,5.5,5.5,6,NA,NA,NA,NA,NA,4,4,3,4,NA,2,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,4,NA,3,4,3,3,3,3,6,NA,NA,NA,NA,1,"Female","B","B","B","C",13,10,6,7,6,6,14,10,9,11,10,9,2,2,2,3,2,2,2,3,3,3,3,4,3,4,4,4,3,3,5
7140000,2,0,1,1,1,1,2,NA,NA,3,1,3,5,5,6,5.5,6,3.5,3,3,3,3,5,5,5,5.5,5.5,7,4.5,6.5,6.5,6.5,4,4,3,NA,3,NA,NA,NA,3,3,NA,NA,NA,NA,3,NA,4,3,4,4,4,2,3,4,4,5,5,1,3,3,1,"Female",NA,"B","B","C",14,10,8,11,6,10,14,14,6,8,11,8,2,2,3,3,3,3,3,4,4,3,2,4,4,4,3,3,4,5,5
7143000,2,0,1,1,1,1,6,6,1,3,1,1,4.5,5,5.5,4,5.5,4.5,4,6.5,6,7,7,2,3.5,6.5,7,5.5,3,6,5.5,7,4,4,4,3,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,6,6,0,6,2,2,"Female","C","B","B","B",10,12,5,12,4,9,13,9,4,7,7,8,2,2,2,2,2,2,2,4,4,4,4,4,3,4,4,3,4,3,5
7145000,2,0,1,NA,1,1,2,NA,3,2,NA,NA,4.5,3,4.5,3.5,5.5,3,2,4,5,5.5,5,3,4.5,3,7,NA,NA,NA,NA,NA,3,2,3,4,3,NA,NA,2,NA,NA,NA,NA,2,NA,3,NA,3,4,NA,5,5,5,5,5,5,6,NA,0,5,3,2,"Female","B","C","D","C",12,14,7,10,8,10,14,13,6,12,11,8,3,2,2,1,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5
7146000,2,0,1,1,1,1,3,4,1,1,4,2,5,5,5.5,4,4,7,1,7,4.5,4.5,7,4,7,5,5,6.5,6.5,6.5,5,4.5,3,4,3,NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,5,5,5,5,5,6,5,0,5,3,1,"Female",NA,"C","B","C",12,13,9,12,11,10,14,13,6,14,9,8,3,2,3,3,3,3,3,5,5,5,5,5,5,4,4,4,4,4,4
7147000,2,0,1,1,1,1,3,3,NA,1,1,2,4.5,6,5.5,5,5,1.5,7,7,2.5,1,4.5,6.5,6.5,5.5,4.5,5,6,5.5,5,5,2,2,2,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,3,NA,2,3,2,2,2,2,3,3,2,5,5,0,5,3,1,"Female",NA,"D","D","D",8,8,6,6,8,9,12,9,9,13,11,8,3,3,3,3,3,3,3,2,3,3,2,2,2,4,3,4,4,4,4
7149000,2,0,1,1,1,1,3,3,1,2,1,1,4,6,4.5,6,6,2.5,6,7,7,7,7,5,5,7,5,5.5,4,7,7,5.5,4,4,3,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,4,3,4,4,1,2,2,2,2,6,6,0,3,4,1,"Female","B","B","B","C",14,15,10,14,11,10,13,15,7,12,10,10,3,2,2,2,2,2,2,2,2,2,2,1,4,5,4,3,5,4,5
7151000,2,0,1,NA,1,1,6,NA,2,4,NA,NA,6,4,6.5,4,5,3,5.5,7,6.5,2.5,5,4,7,6,4,NA,NA,NA,NA,NA,3,3,NA,4,4,NA,NA,NA,NA,3,3,NA,NA,NA,NA,2,2,4,4,5,5,5,5,5,5,6,NA,0,6,5,1,"Female","B","C","C",NA,9,9,11,7,7,10,8,8,6,11,10,7,1,1,1,1,3,2,2,5,5,5,5,5,5,4,5,4,4,5,4
7153000,2,0,1,1,1,1,3,3,1,1,1,1,5,4,7,4,5,3.5,1,5,1,3,5.5,4,6,4.5,4.5,3,2.5,7,4.5,7,3,4,4,NA,4,NA,NA,3,NA,4,NA,NA,NA,NA,2,2,4,4,4,3,2,2,4,4,4,5,5,0,NA,3,1,"Female",NA,"C","B","B",10,10,7,10,8,9,14,15,8,8,10,8,2,3,3,2,3,3,2,4,4,4,2,2,3,5,4,4,4,5,5
7154000,2,0,1,1,0,1,3,6,1,1,2,3,5,4,5.5,5.5,5.5,5.5,1.5,6,7,5.5,6,2,4,6.5,2.5,6.5,5,5.5,7,5,3,2,3,NA,3,NA,NA,2,NA,3,NA,NA,NA,NA,2,1,3,2,2,5,4,5,5,5,5,6,6,0,NA,3,1,"Female",NA,"C","D","C",13,14,10,12,10,10,14,16,9,14,12,10,2,3,3,3,2,2,2,5,5,5,5,4,5,2,4,3,4,3,5
7155000,2,0,1,1,1,1,2,3,NA,1,NA,1,3,4,5,5,5.5,5.5,3.5,4,3,3,4,7,4,3,5,4,2,4,6,4,3,2,NA,4,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,2,3,2,3,4,3,2,5,2,2,1,4,0,3,4,2,"Female","B","C","D",NA,11,10,6,12,9,6,13,7,6,9,10,8,1,1,1,1,1,1,1,2,2,5,2,3,4,4,4,4,2,4,4
7156000,2,0,1,1,1,1,3,3,1,1,2,2,2.5,3.5,4.5,1.5,3.5,7,3.5,3,3,1,4.5,4.5,5.5,3,4,6,4,4.5,4,4,4,3,4,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,5,5,5,5,5,5,6,5,NA,NA,NA,1,"Female","A","B","C","B",13,14,10,12,10,10,14,14,8,13,9,10,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,3,3,4
